Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season,Review Rating,Subscription Status,Payment Method,Previous Purchases,Category_Avg_Purchase,Location_Total_Revenue,Item_Avg_Rating,Payment_Method_Count
40,Male,Coat,Outerwear,31,California,Fall,3.2,Yes,Debit Card,37,57.17283950617284,5605,3.730434782608696,633
45,Male,Jeans,Clothing,66,California,Winter,4.4,Yes,PayPal,4,60.025331030512376,5605,3.648387096774193,638
47,Male,Sunglasses,Accessories,67,Indiana,Summer,4.3,Yes,Bank Transfer,15,59.83870967741935,4655,3.7447204968944097,632
61,Male,Sneakers,Footwear,61,Colorado,Winter,3.0,Yes,Venmo,33,60.25542570951586,4222,3.7579310344827586,653
60,Male,Jacket,Outerwear,75,Colorado,Fall,3.5,Yes,Venmo,30,57.17283950617284,4222,3.76319018404908,653
69,Male,Skirt,Clothing,90,North Carolina,Spring,3.6,Yes,Credit Card,23,60.025331030512376,4742,3.7822784810126584,696
58,Male,Sweater,Clothing,40,Washington,Summer,3.8,Yes,Bank Transfer,2,60.025331030512376,4623,3.767073170731707,632
34,Male,T-shirt,Clothing,90,Florida,Fall,3.6,Yes,PayPal,50,60.025331030512376,3798,3.7829931972789117,638
20,Male,Belt,Accessories,20,Washington,Spring,4.6,Yes,Credit Card,34,59.83870967741935,4623,3.761490683229814,696
56,Male,Gloves,Accessories,40,Colorado,Summer,2.5,Yes,Cash,33,59.83870967741935,4222,3.8642857142857143,648
64,Male,Hat,Accessories,33,New Hampshire,Fall,3.5,Yes,Venmo,34,59.83870967741935,4219,3.806493506493507,653
56,Male,Boots,Footwear,98,Maryland,Spring,4.0,Yes,Bank Transfer,39,60.25542570951586,4795,3.8125,632
27,Male,Belt,Accessories,42,Maryland,Spring,3.5,Yes,Debit Card,47,59.83870967741935,4795,3.761490683229814,633
35,Male,Coat,Outerwear,62,Texas,Summer,3.2,Yes,Venmo,37,57.17283950617284,4712,3.730434782608696,653
24,Male,Hat,Accessories,45,New Mexico,Winter,3.5,Yes,Credit Card,40,59.83870967741935,5014,3.806493506493507,696
26,Male,Shoes,Footwear,78,Utah,Summer,3.4,Yes,Cash,8,60.25542570951586,4443,3.7473333333333336,648
32,Male,Handbag,Accessories,80,West Virginia,Fall,5.0,Yes,Credit Card,12,59.83870967741935,5174,3.775163398692811,696
54,Male,Scarf,Accessories,96,Connecticut,Spring,4.5,Yes,Credit Card,36,59.83870967741935,4226,3.6999999999999997,696
62,Male,Handbag,Accessories,47,West Virginia,Summer,2.8,Yes,PayPal,48,59.83870967741935,5174,3.775163398692811,638
50,Male,Pants,Clothing,84,Ohio,Winter,4.9,Yes,Venmo,47,60.025331030512376,4649,3.7187134502923977,653
70,Male,Shoes,Footwear,31,Texas,Spring,3.1,Yes,Bank Transfer,2,60.25542570951586,4712,3.7473333333333336,632
48,Male,Sunglasses,Accessories,63,Washington,Spring,4.8,Yes,PayPal,24,59.83870967741935,4623,3.7447204968944097,638
20,Male,Shorts,Clothing,97,Wisconsin,Spring,2.7,Yes,Debit Card,40,60.025331030512376,4196,3.7114649681528666,633
46,Male,Jacket,Outerwear,99,Louisiana,Winter,4.6,Yes,Credit Card,50,57.17283950617284,4848,3.76319018404908,696
51,Male,Sandals,Footwear,90,Iowa,Winter,4.4,Yes,Cash,25,60.25542570951586,4201,3.84125,648
53,Male,Shoes,Footwear,68,New York,Fall,3.2,Yes,PayPal,20,60.25542570951586,5257,3.7473333333333336,638
44,Male,Jewelry,Accessories,80,Idaho,Spring,3.0,Yes,Venmo,10,59.83870967741935,5587,3.756140350877193,653
29,Male,Sandals,Footwear,91,Delaware,Summer,4.9,Yes,Bank Transfer,32,60.25542570951586,4758,3.84125,632
64,Male,Pants,Clothing,30,Kentucky,Spring,3.6,Yes,Debit Card,31,60.025331030512376,4402,3.7187134502923977,633
51,Male,Shoes,Footwear,90,Connecticut,Spring,3.8,Yes,Venmo,48,60.25542570951586,4226,3.7473333333333336,653
50,Male,Socks,Clothing,28,New Mexico,Spring,2.9,Yes,Venmo,23,60.025331030512376,5014,3.750943396226415,653
43,Male,Socks,Clothing,46,Georgia,Winter,3.9,Yes,Credit Card,1,60.025331030512376,4645,3.750943396226415,696
61,Male,Dress,Clothing,60,Washington,Fall,3.6,Yes,Credit Card,4,60.025331030512376,4623,3.7548192771084334,696
55,Male,Shoes,Footwear,59,North Dakota,Spring,3.5,Yes,Credit Card,3,60.25542570951586,5220,3.7473333333333336,696
56,Male,Hat,Accessories,68,Ohio,Fall,4.0,Yes,Cash,3,59.83870967741935,4649,3.806493506493507,648
33,Male,Backpack,Accessories,79,Tennessee,Summer,4.8,Yes,Cash,44,59.83870967741935,4772,3.7524475524475527,648
43,Male,Backpack,Accessories,94,New York,Winter,3.9,Yes,Credit Card,5,59.83870967741935,5257,3.7524475524475527,696
21,Male,Pants,Clothing,83,Michigan,Summer,4.5,Yes,Credit Card,50,60.025331030512376,4533,3.7187134502923977,696
58,Male,Gloves,Accessories,62,Georgia,Spring,4.8,Yes,Venmo,2,59.83870967741935,4645,3.8642857142857143,653
41,Male,Scarf,Accessories,85,New Mexico,Spring,2.6,Yes,Cash,29,59.83870967741935,5014,3.6999999999999997,648
39,Male,Hoodie,Clothing,30,Louisiana,Summer,3.1,Yes,Bank Transfer,11,60.025331030512376,4848,3.7192052980132453,632
54,Male,Jeans,Clothing,24,South Dakota,Spring,4.7,Yes,PayPal,37,60.025331030512376,4236,3.648387096774193,638
43,Male,Backpack,Accessories,25,Montana,Spring,2.9,Yes,PayPal,32,59.83870967741935,5784,3.7524475524475527,638
28,Male,Sandals,Footwear,37,New Mexico,Summer,3.8,Yes,Cash,27,60.25542570951586,5014,3.84125,648
59,Male,Belt,Accessories,69,South Carolina,Summer,3.8,Yes,Bank Transfer,31,59.83870967741935,4439,3.761490683229814,632
28,Male,Shoes,Footwear,97,Ohio,Summer,3.0,Yes,Bank Transfer,36,60.25542570951586,4649,3.7473333333333336,632
68,Male,Gloves,Accessories,24,North Carolina,Summer,4.1,Yes,Debit Card,34,59.83870967741935,4742,3.8642857142857143,633
20,Male,Belt,Accessories,30,Idaho,Summer,3.4,Yes,Cash,15,59.83870967741935,5587,3.761490683229814,648
21,Male,Jacket,Outerwear,53,Oklahoma,Fall,2.5,Yes,Cash,14,57.17283950617284,4376,3.76319018404908,648
50,Male,Dress,Clothing,70,Georgia,Spring,4.9,Yes,Credit Card,46,60.025331030512376,4645,3.7548192771084334,696
32,Male,Shirt,Clothing,76,Kentucky,Winter,2.8,Yes,Debit Card,33,60.025331030512376,4402,3.629585798816568,633
24,Male,Scarf,Accessories,95,Delaware,Fall,4.5,Yes,Bank Transfer,41,59.83870967741935,4758,3.6999999999999997,632
55,Male,Coat,Outerwear,51,Massachusetts,Winter,4.9,Yes,Credit Card,39,57.17283950617284,4384,3.730434782608696,696
61,Male,Handbag,Accessories,41,Nebraska,Winter,4.9,Yes,Cash,7,59.83870967741935,5172,3.775163398692811,648
61,Male,Sunglasses,Accessories,71,Maine,Winter,3.5,Yes,Bank Transfer,29,59.83870967741935,4388,3.7447204968944097,632
28,Male,T-shirt,Clothing,66,Pennsylvania,Summer,3.5,Yes,Debit Card,18,60.025331030512376,4926,3.7829931972789117,633
60,Male,Shirt,Clothing,84,Nebraska,Winter,4.9,Yes,Bank Transfer,15,60.025331030512376,5172,3.629585798816568,632
49,Male,Handbag,Accessories,95,Virginia,Winter,3.0,Yes,Venmo,39,59.83870967741935,4842,3.775163398692811,653
33,Male,Jewelry,Accessories,90,Ohio,Summer,2.8,Yes,Cash,11,59.83870967741935,4649,3.756140350877193,648
45,Male,Hoodie,Clothing,36,Nebraska,Summer,3.7,Yes,Venmo,4,60.025331030512376,5172,3.7192052980132453,653
29,Male,Gloves,Accessories,22,Ohio,Spring,3.6,Yes,Credit Card,33,59.83870967741935,4649,3.8642857142857143,696
58,Male,Coat,Outerwear,89,Kentucky,Winter,3.3,Yes,Credit Card,37,57.17283950617284,4402,3.730434782608696,696
22,Male,Sandals,Footwear,50,Tennessee,Spring,3.4,Yes,Cash,32,60.25542570951586,4772,3.84125,648
55,Male,Boots,Footwear,36,Maine,Fall,4.0,Yes,Bank Transfer,44,60.25542570951586,4388,3.8125,632
19,Male,Pants,Clothing,52,Montana,Spring,4.6,Yes,Credit Card,41,60.025331030512376,5784,3.7187134502923977,696
68,Male,Socks,Clothing,29,Maryland,Fall,4.2,Yes,Venmo,44,60.025331030512376,4795,3.750943396226415,653
61,Male,Blouse,Clothing,89,Georgia,Fall,2.8,Yes,Venmo,32,60.025331030512376,4645,3.683625730994152,653
68,Male,Handbag,Accessories,47,Hawaii,Fall,3.7,Yes,Credit Card,13,59.83870967741935,3752,3.775163398692811,696
52,Male,Jewelry,Accessories,25,Rhode Island,Spring,3.4,Yes,Bank Transfer,48,59.83870967741935,3871,3.756140350877193,632
41,Male,Pants,Clothing,74,Nebraska,Fall,3.0,Yes,Bank Transfer,3,60.025331030512376,5172,3.7187134502923977,632
29,Male,Belt,Accessories,46,Michigan,Fall,4.8,Yes,PayPal,39,59.83870967741935,4533,3.761490683229814,638
68,Male,Jeans,Clothing,22,North Carolina,Fall,4.0,Yes,Venmo,7,60.025331030512376,4742,3.648387096774193,653
36,Male,Shirt,Clothing,25,Minnesota,Summer,4.9,Yes,Venmo,11,60.025331030512376,4977,3.629585798816568,653
55,Male,Belt,Accessories,80,Maryland,Spring,4.9,Yes,Venmo,47,59.83870967741935,4795,3.761490683229814,653
28,Male,Jeans,Clothing,76,Hawaii,Spring,3.3,Yes,Bank Transfer,28,60.025331030512376,3752,3.648387096774193,632
39,Male,Jeans,Clothing,30,Oregon,Summer,4.4,Yes,Credit Card,17,60.025331030512376,4243,3.648387096774193,696
54,Male,Sweater,Clothing,79,New Mexico,Fall,3.5,Yes,Cash,11,60.025331030512376,5014,3.767073170731707,648
40,Male,Sneakers,Footwear,22,Illinois,Winter,4.2,Yes,Credit Card,12,60.25542570951586,5617,3.7579310344827586,696
31,Male,Socks,Clothing,36,Utah,Fall,4.2,Yes,Debit Card,7,60.025331030512376,4443,3.750943396226415,633
30,Male,Socks,Clothing,77,Maine,Fall,2.7,Yes,Cash,19,60.025331030512376,4388,3.750943396226415,648
45,Male,Sunglasses,Accessories,33,Virginia,Fall,2.8,Yes,Credit Card,24,59.83870967741935,4842,3.7447204968944097,696
48,Male,Sneakers,Footwear,64,Florida,Winter,3.8,Yes,Credit Card,19,60.25542570951586,3798,3.7579310344827586,696
45,Male,Socks,Clothing,53,Ohio,Fall,2.6,Yes,PayPal,39,60.025331030512376,4649,3.750943396226415,638
60,Male,Shoes,Footwear,36,Virginia,Fall,3.0,Yes,Venmo,1,60.25542570951586,4842,3.7473333333333336,653
59,Male,Blouse,Clothing,70,Kansas,Spring,3.3,No,Cash,10,60.025331030512376,3437,3.683625730994152,648
18,Male,Shorts,Clothing,96,Arkansas,Winter,4.9,No,Debit Card,48,60.025331030512376,4828,3.7114649681528666,633
70,Male,Jacket,Outerwear,27,Massachusetts,Spring,3.3,No,PayPal,24,57.17283950617284,4384,3.76319018404908,638
20,Male,Sweater,Clothing,64,Idaho,Winter,2.9,No,Debit Card,42,60.025331030512376,5587,3.767073170731707,633
65,Male,Jacket,Outerwear,23,Wisconsin,Spring,4.4,No,Bank Transfer,20,57.17283950617284,4196,3.76319018404908,632
29,Male,Scarf,Accessories,33,New Mexico,Summer,3.1,No,Credit Card,49,59.83870967741935,5014,3.6999999999999997,696
22,Male,Jacket,Outerwear,34,North Carolina,Winter,2.5,No,Venmo,25,57.17283950617284,4742,3.76319018404908,653
27,Male,Sweater,Clothing,35,Iowa,Summer,2.6,No,PayPal,21,60.025331030512376,4201,3.767073170731707,638
36,Male,Coat,Outerwear,62,Idaho,Summer,4.4,No,Debit Card,12,57.17283950617284,5587,3.730434782608696,633
59,Male,Boots,Footwear,75,Ohio,Fall,2.6,No,Venmo,21,60.25542570951586,4649,3.8125,653
62,Male,Hoodie,Clothing,29,Alabama,Summer,3.3,No,Bank Transfer,35,60.025331030512376,5261,3.7192052980132453,632
34,Male,Hat,Accessories,28,Wyoming,Spring,3.5,No,Debit Card,42,59.83870967741935,4309,3.806493506493507,633
59,Male,T-shirt,Clothing,20,Alabama,Spring,4.1,No,Cash,3,60.025331030512376,5261,3.7829931972789117,648
49,Male,Coat,Outerwear,96,Mississippi,Winter,4.0,No,Credit Card,11,57.17283950617284,4883,3.730434782608696,696
18,Male,Dress,Clothing,43,Pennsylvania,Summer,2.7,No,Venmo,22,60.025331030512376,4926,3.7548192771084334,653
55,Male,Shirt,Clothing,94,Wyoming,Fall,2.5,No,Bank Transfer,47,60.025331030512376,4309,3.629585798816568,632
38,Male,Skirt,Clothing,81,Maryland,Fall,4.3,No,Credit Card,33,60.025331030512376,4795,3.7822784810126584,696
50,Male,Jewelry,Accessories,75,North Carolina,Summer,3.3,No,Venmo,50,59.83870967741935,4742,3.756140350877193,653
61,Male,Hat,Accessories,81,Pennsylvania,Summer,2.6,No,Cash,46,59.83870967741935,4926,3.806493506493507,648
48,Male,Shorts,Clothing,92,Idaho,Fall,3.5,No,Bank Transfer,34,60.025331030512376,5587,3.7114649681528666,632
22,Male,Scarf,Accessories,96,California,Spring,4.0,No,Cash,33,59.83870967741935,5605,3.6999999999999997,648
48,Male,Jewelry,Accessories,71,Tennessee,Fall,2.6,No,PayPal,45,59.83870967741935,4772,3.756140350877193,638
57,Male,Sunglasses,Accessories,50,Missouri,Summer,4.9,No,Debit Card,32,59.83870967741935,4691,3.7447204968944097,633
33,Male,Coat,Outerwear,72,North Dakota,Spring,2.9,No,Bank Transfer,47,57.17283950617284,5220,3.730434782608696,632
58,Male,Jacket,Outerwear,28,West Virginia,Winter,3.7,No,Cash,5,57.17283950617284,5174,3.76319018404908,648
37,Male,Sweater,Clothing,59,Arizona,Fall,4.4,No,Cash,49,60.025331030512376,4326,3.767073170731707,648
18,Male,Coat,Outerwear,33,Oklahoma,Summer,4.4,No,Bank Transfer,48,57.17283950617284,4376,3.730434782608696,632
65,Male,Scarf,Accessories,59,Pennsylvania,Fall,3.8,No,Bank Transfer,22,59.83870967741935,4926,3.6999999999999997,632
62,Male,Belt,Accessories,30,Idaho,Spring,4.5,No,Cash,45,59.83870967741935,5587,3.761490683229814,648
54,Male,Hat,Accessories,85,South Carolina,Winter,2.6,No,PayPal,30,59.83870967741935,4439,3.806493506493507,638
35,Male,Backpack,Accessories,97,Washington,Summer,3.3,No,Credit Card,43,59.83870967741935,4623,3.7524475524475527,696
34,Male,T-shirt,Clothing,36,Arkansas,Fall,4.1,No,Credit Card,48,60.025331030512376,4828,3.7829931972789117,696
25,Male,Jewelry,Accessories,85,Utah,Winter,3.0,No,PayPal,23,59.83870967741935,4443,3.756140350877193,638
53,Male,Sunglasses,Accessories,62,Alaska,Winter,3.0,No,PayPal,27,59.83870967741935,4867,3.7447204968944097,638
45,Male,Jeans,Clothing,71,West Virginia,Winter,3.4,No,PayPal,7,60.025331030512376,5174,3.648387096774193,638
49,Male,Pants,Clothing,21,Louisiana,Winter,2.7,No,Bank Transfer,2,60.025331030512376,4848,3.7187134502923977,632
40,Male,Backpack,Accessories,61,Arizona,Spring,3.8,No,Debit Card,33,59.83870967741935,4326,3.7524475524475527,633
38,Male,Scarf,Accessories,58,Connecticut,Spring,4.2,No,Bank Transfer,27,59.83870967741935,4226,3.6999999999999997,632
44,Male,Sweater,Clothing,80,North Carolina,Spring,4.7,No,Cash,6,60.025331030512376,4742,3.767073170731707,648
68,Male,Jewelry,Accessories,50,South Dakota,Spring,4.1,No,Credit Card,20,59.83870967741935,4236,3.756140350877193,696
60,Male,Sneakers,Footwear,48,Delaware,Winter,4.2,No,PayPal,46,60.25542570951586,4758,3.7579310344827586,638
25,Male,Jewelry,Accessories,40,Connecticut,Winter,4.8,No,Credit Card,25,59.83870967741935,4226,3.756140350877193,696
19,Male,Coat,Outerwear,34,Tennessee,Summer,3.0,No,Debit Card,30,57.17283950617284,4772,3.730434782608696,633
57,Male,Coat,Outerwear,46,New Hampshire,Fall,2.6,No,Credit Card,48,57.17283950617284,4219,3.730434782608696,696
58,Male,Sunglasses,Accessories,27,Vermont,Summer,3.2,No,Venmo,47,59.83870967741935,4860,3.7447204968944097,653
49,Male,Handbag,Accessories,98,Idaho,Spring,3.6,No,PayPal,27,59.83870967741935,5587,3.775163398692811,638
19,Male,Sweater,Clothing,73,North Carolina,Fall,2.6,No,Cash,45,60.025331030512376,4742,3.767073170731707,648
50,Male,Pants,Clothing,28,Nevada,Spring,4.4,No,Debit Card,2,60.025331030512376,5514,3.7187134502923977,633
30,Male,Gloves,Accessories,76,Delaware,Fall,3.0,No,Cash,39,59.83870967741935,4758,3.8642857142857143,648
52,Male,Sweater,Clothing,83,Texas,Fall,2.9,No,Credit Card,24,60.025331030512376,4712,3.767073170731707,696
35,Male,Hoodie,Clothing,23,Tennessee,Spring,4.3,No,Debit Card,8,60.025331030512376,4772,3.7192052980132453,633
35,Male,Hat,Accessories,28,Delaware,Fall,3.1,No,Bank Transfer,8,59.83870967741935,4758,3.806493506493507,632
33,Male,T-shirt,Clothing,83,Massachusetts,Spring,3.0,No,Credit Card,6,60.025331030512376,4384,3.7829931972789117,696
52,Male,Skirt,Clothing,96,Minnesota,Winter,3.6,No,Credit Card,12,60.025331030512376,4977,3.7822784810126584,696
69,Male,Sneakers,Footwear,62,Texas,Fall,2.8,No,Venmo,26,60.25542570951586,4712,3.7579310344827586,653
27,Male,Shorts,Clothing,25,Nebraska,Fall,2.8,No,Venmo,50,60.025331030512376,5172,3.7114649681528666,653
66,Male,Hoodie,Clothing,97,Oklahoma,Winter,4.9,No,Debit Card,2,60.025331030512376,4376,3.7192052980132453,633
28,Male,Hoodie,Clothing,61,Texas,Fall,3.0,No,Debit Card,31,60.025331030512376,4712,3.7192052980132453,633
22,Male,Shoes,Footwear,66,New York,Summer,4.1,No,Bank Transfer,4,60.25542570951586,5257,3.7473333333333336,632
69,Male,Hoodie,Clothing,67,Washington,Spring,4.6,No,Credit Card,32,60.025331030512376,4623,3.7192052980132453,696
28,Male,Sunglasses,Accessories,80,Maryland,Summer,4.8,No,Cash,11,59.83870967741935,4795,3.7447204968944097,648
55,Male,Skirt,Clothing,25,New Hampshire,Fall,2.6,No,Cash,47,60.025331030512376,4219,3.7822784810126584,648
30,Male,Hat,Accessories,58,New York,Fall,4.0,No,Bank Transfer,37,59.83870967741935,5257,3.806493506493507,632
67,Male,Backpack,Accessories,96,Hawaii,Winter,4.2,No,Venmo,39,59.83870967741935,3752,3.7524475524475527,653
25,Male,Sunglasses,Accessories,77,California,Spring,4.5,No,PayPal,24,59.83870967741935,5605,3.7447204968944097,638
49,Male,Belt,Accessories,65,Indiana,Summer,4.9,No,Debit Card,11,59.83870967741935,4655,3.761490683229814,633
34,Male,Jewelry,Accessories,36,Louisiana,Spring,3.1,No,Venmo,36,59.83870967741935,4848,3.756140350877193,653
22,Male,Sneakers,Footwear,84,Pennsylvania,Winter,4.0,No,Venmo,40,60.25542570951586,4926,3.7579310344827586,653
63,Male,T-shirt,Clothing,58,Florida,Fall,3.2,No,Cash,25,60.025331030512376,3798,3.7829931972789117,648
70,Male,Handbag,Accessories,62,North Carolina,Spring,4.3,No,PayPal,12,59.83870967741935,4742,3.775163398692811,638
36,Male,Hat,Accessories,67,Massachusetts,Fall,2.5,No,Debit Card,38,59.83870967741935,4384,3.806493506493507,633
42,Male,Sweater,Clothing,20,Iowa,Spring,4.9,No,Debit Card,40,60.025331030512376,4201,3.767073170731707,633
27,Male,Sandals,Footwear,90,North Dakota,Summer,2.7,No,Debit Card,10,60.25542570951586,5220,3.84125,633
23,Male,Scarf,Accessories,58,Iowa,Winter,3.4,No,Venmo,47,59.83870967741935,4201,3.6999999999999997,653
50,Male,Shirt,Clothing,53,Delaware,Spring,4.8,No,Venmo,22,60.025331030512376,4758,3.629585798816568,653
56,Male,Gloves,Accessories,30,New York,Winter,4.7,No,PayPal,35,59.83870967741935,5257,3.8642857142857143,638
37,Male,Hoodie,Clothing,65,New Hampshire,Winter,4.7,No,Credit Card,46,60.025331030512376,4219,3.7192052980132453,696
67,Male,Jewelry,Accessories,41,Kentucky,Summer,3.9,No,Cash,30,59.83870967741935,4402,3.756140350877193,648
67,Male,Shirt,Clothing,73,Illinois,Spring,3.7,No,Credit Card,20,60.025331030512376,5617,3.629585798816568,696
50,Male,Hoodie,Clothing,98,North Carolina,Spring,4.3,No,PayPal,25,60.025331030512376,4742,3.7192052980132453,638
36,Male,Shoes,Footwear,36,Connecticut,Winter,4.1,No,PayPal,29,60.25542570951586,4226,3.7473333333333336,638
62,Male,T-shirt,Clothing,81,Wisconsin,Summer,4.6,No,Bank Transfer,2,60.025331030512376,4196,3.7829931972789117,632
65,Male,Skirt,Clothing,90,Massachusetts,Winter,3.6,No,PayPal,32,60.025331030512376,4384,3.7822784810126584,638
23,Male,Handbag,Accessories,83,Illinois,Summer,4.8,No,Debit Card,37,59.83870967741935,5617,3.775163398692811,633
46,Male,Shirt,Clothing,91,New Mexico,Winter,2.8,No,Credit Card,16,60.025331030512376,5014,3.629585798816568,696
18,Male,Pants,Clothing,36,Iowa,Summer,4.7,No,Venmo,32,60.025331030512376,4201,3.7187134502923977,653
58,Male,Coat,Outerwear,53,Alabama,Spring,3.9,No,PayPal,42,57.17283950617284,5261,3.730434782608696,638
31,Male,Jeans,Clothing,39,Maryland,Winter,2.6,No,Cash,6,60.025331030512376,4795,3.648387096774193,648
39,Male,Gloves,Accessories,33,Ohio,Winter,4.7,No,Debit Card,23,59.83870967741935,4649,3.8642857142857143,633
69,Male,T-shirt,Clothing,76,Ohio,Spring,3.5,No,Cash,27,60.025331030512376,4649,3.7829931972789117,648
68,Male,Boots,Footwear,23,Nevada,Winter,4.4,No,Cash,43,60.25542570951586,5514,3.8125,648
41,Male,Jeans,Clothing,54,South Carolina,Fall,4.4,No,PayPal,25,60.025331030512376,4439,3.648387096774193,638
31,Male,Sneakers,Footwear,89,Nevada,Summer,3.0,No,Venmo,30,60.25542570951586,5514,3.7579310344827586,653
48,Male,Sneakers,Footwear,38,Wisconsin,Summer,4.2,No,Debit Card,7,60.25542570951586,4196,3.7579310344827586,633
59,Male,Hat,Accessories,36,Tennessee,Winter,4.3,No,PayPal,17,59.83870967741935,4772,3.806493506493507,638
34,Male,Pants,Clothing,66,Florida,Spring,2.6,No,Bank Transfer,10,60.025331030512376,3798,3.7187134502923977,632
21,Male,Jewelry,Accessories,42,Georgia,Spring,3.3,No,Cash,40,59.83870967741935,4645,3.756140350877193,648
29,Male,Jewelry,Accessories,36,Kentucky,Winter,2.7,No,Debit Card,50,59.83870967741935,4402,3.756140350877193,633
41,Male,Blouse,Clothing,86,Ohio,Spring,4.2,No,Bank Transfer,24,60.025331030512376,4649,3.683625730994152,632
62,Male,Handbag,Accessories,49,Connecticut,Fall,4.0,No,Cash,8,59.83870967741935,4226,3.775163398692811,648
27,Male,Shirt,Clothing,41,Idaho,Summer,4.0,No,PayPal,6,60.025331030512376,5587,3.629585798816568,638
49,Male,Dress,Clothing,82,Georgia,Spring,2.9,No,Venmo,44,60.025331030512376,4645,3.7548192771084334,653
67,Male,T-shirt,Clothing,53,Tennessee,Fall,2.6,No,Debit Card,47,60.025331030512376,4772,3.7829931972789117,633
20,Male,Shoes,Footwear,21,Hawaii,Summer,4.8,No,PayPal,6,60.25542570951586,3752,3.7473333333333336,638
37,Male,Belt,Accessories,66,Maryland,Fall,4.4,No,Credit Card,11,59.83870967741935,4795,3.761490683229814,696
69,Male,Belt,Accessories,89,Nevada,Summer,4.0,No,Venmo,41,59.83870967741935,5514,3.761490683229814,653
66,Male,Handbag,Accessories,55,New Hampshire,Fall,3.6,No,Debit Card,46,59.83870967741935,4219,3.775163398692811,633
37,Male,Scarf,Accessories,42,North Dakota,Summer,3.2,No,Cash,9,59.83870967741935,5220,3.6999999999999997,648
63,Male,Shorts,Clothing,52,Oklahoma,Fall,3.1,No,Bank Transfer,37,60.025331030512376,4376,3.7114649681528666,632
47,Male,Sandals,Footwear,92,North Carolina,Winter,4.2,No,Venmo,13,60.25542570951586,4742,3.84125,653
26,Male,Pants,Clothing,56,Tennessee,Summer,3.0,No,Credit Card,24,60.025331030512376,4772,3.7187134502923977,696
68,Male,Dress,Clothing,96,Montana,Winter,4.2,No,Credit Card,47,60.025331030512376,5784,3.7548192771084334,696
51,Male,T-shirt,Clothing,64,Wisconsin,Winter,2.9,No,Cash,21,60.025331030512376,4196,3.7829931972789117,648
48,Male,Dress,Clothing,48,Connecticut,Winter,3.7,No,Cash,22,60.025331030512376,4226,3.7548192771084334,648
60,Male,Socks,Clothing,83,New Jersey,Summer,3.6,No,PayPal,16,60.025331030512376,3802,3.750943396226415,638
68,Male,Scarf,Accessories,91,Mississippi,Summer,3.6,No,PayPal,37,59.83870967741935,4883,3.6999999999999997,638
25,Male,Backpack,Accessories,94,Wyoming,Fall,4.5,No,Venmo,3,59.83870967741935,4309,3.7524475524475527,653
57,Male,Skirt,Clothing,62,Illinois,Spring,3.2,No,Bank Transfer,33,60.025331030512376,5617,3.7822784810126584,632
41,Male,Socks,Clothing,55,Louisiana,Spring,3.9,No,Bank Transfer,15,60.025331030512376,4848,3.750943396226415,632
59,Male,Coat,Outerwear,68,Oregon,Spring,4.6,No,Credit Card,42,57.17283950617284,4243,3.730434782608696,696
44,Male,Jewelry,Accessories,76,South Dakota,Winter,2.5,No,Credit Card,42,59.83870967741935,4236,3.756140350877193,696
42,Male,Backpack,Accessories,31,Michigan,Winter,4.3,No,Cash,19,59.83870967741935,4533,3.7524475524475527,648
35,Male,Belt,Accessories,81,New Jersey,Spring,4.1,No,Credit Card,26,59.83870967741935,3802,3.761490683229814,696
36,Male,Dress,Clothing,83,Oregon,Winter,4.6,No,Credit Card,39,60.025331030512376,4243,3.7548192771084334,696
54,Male,Skirt,Clothing,21,Iowa,Spring,4.8,No,Cash,24,60.025331030512376,4201,3.7822784810126584,648
37,Male,Dress,Clothing,22,South Carolina,Spring,4.9,No,Credit Card,23,60.025331030512376,4439,3.7548192771084334,696
20,Male,T-shirt,Clothing,33,Indiana,Summer,2.8,No,Debit Card,44,60.025331030512376,4655,3.7829931972789117,633
23,Male,Skirt,Clothing,23,Oregon,Spring,4.9,No,Cash,34,60.025331030512376,4243,3.7822784810126584,648
61,Male,Shorts,Clothing,96,New York,Summer,3.5,No,Cash,43,60.025331030512376,5257,3.7114649681528666,648
37,Male,Jewelry,Accessories,21,New Mexico,Spring,3.8,No,Debit Card,45,59.83870967741935,5014,3.756140350877193,633
23,Male,Pants,Clothing,39,Louisiana,Spring,4.5,No,PayPal,4,60.025331030512376,4848,3.7187134502923977,638
63,Male,Belt,Accessories,73,South Carolina,Fall,3.4,No,Bank Transfer,19,59.83870967741935,4439,3.761490683229814,632
47,Male,Jeans,Clothing,64,Maine,Spring,3.9,No,Debit Card,29,60.025331030512376,4388,3.648387096774193,633
63,Male,Jeans,Clothing,68,Indiana,Summer,4.1,No,Cash,27,60.025331030512376,4655,3.648387096774193,648
56,Male,Hat,Accessories,89,Iowa,Fall,3.0,No,Cash,37,59.83870967741935,4201,3.806493506493507,648
68,Male,Blouse,Clothing,29,Mississippi,Summer,3.3,No,Credit Card,11,60.025331030512376,4883,3.683625730994152,696
64,Male,Shirt,Clothing,97,Arkansas,Summer,4.9,No,Venmo,28,60.025331030512376,4828,3.629585798816568,653
62,Male,Shirt,Clothing,45,South Carolina,Winter,4.3,No,Bank Transfer,31,60.025331030512376,4439,3.629585798816568,632
34,Male,T-shirt,Clothing,70,Indiana,Winter,4.1,No,Debit Card,50,60.025331030512376,4655,3.7829931972789117,633
